#Iteration #error_Jacobi #error_Gauss #error_ICF #error_ICNE #error_Multigrid #error_CG
78 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
79 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
80 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
81 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
82 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
83 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
84 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
85 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
86 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
87 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
88 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
89 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
90 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
91 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
92 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
93 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
94 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
95 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
96 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
97 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
98 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
99 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
100 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
101 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
102 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
103 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
104 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
105 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
106 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
107 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
108 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
109 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
110 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
111 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
112 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
113 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
114 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
115 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
116 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
117 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
118 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
119 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
120 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
121 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
122 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
123 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
124 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
125 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
126 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
127 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
128 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
129 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
130 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
131 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
132 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
133 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
134 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
135 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
136 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
137 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
138 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
139 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
140 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
141 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
142 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
143 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
144 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
145 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
146 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
147 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
148 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
149 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
150 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
151 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
152 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
153 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
154 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
155 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
156 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
157 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
158 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
159 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
160 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
161 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
